Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
TIPELIN®,1108J,"Polyethylene, High Density",HDPE,PE-HD,,,1400.0,,,,8.0
TIPELIN®,6000B,"Polyethylene, High Density",HDPE,PE-HD,,,1650.0,,,,0.3
TIPELIN®,FB 472-02,"Polyethylene, High Density",HDPE,PE-HD,,,1200.0,,,,0.69
Exelene® HDPE,20000,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,26.9,129.0,1280.0,,,,20.0
Exelene® HDPE,5100M,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,24.8,127.0,1210.0,,,,0.05
Exelene® HDPE,54050M,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,28.3,263.0,1310.0,,,,5.5
Exelene® HDPE,8000UV,"Polyethylene, High Density",HDPE,PE-HD,31.0,133.0,1210.0,,,,8.0
Exelene® HDPE,PE80,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,22.1,,758.0,,,,0.11
CERTENE™,HGB-0354A,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1170.0,,,,0.35
CERTENE™,HHP-849,"Polyethylene, High Density",HDPE,PE-HD,23.0,,850.0,,,,0.08
CERTENE™,HI-355,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1170.0,,,,3.0
CERTENE™,HI-762,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1300.0,,,,7.0
CERTENE™,HWB-554,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,26.0,,1170.0,,,,0.028
CERTENE™,HWF-0150,"Polyethylene, High Density",HDPE,PE-HD,,130.0,,,,,0.1
CERTENE™,HWF-1157A,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.35
Edgetek™,ET5300-8001 RS BK001,"Polyethylene, High Density",HDPE,PE-HD,30.0,,2500.0,50.0,,,1.5
Edgetek™,PE-30GF/000 Black,"Polyethylene, High Density",HDPE,PE-HD-GF,,,4000.0,,,,2.5
ColorRx®,PE2-0400RX,"Polyethylene, High Density",HDPE,PE-HD,21.7,,,,,,4.0
PRIMATOP®,HDPE 055952,"Polyethylene, High Density",HDPE,PE-HD,29.6,,1070.0,,,,6.5
PRIMATOP®,HDPE 320951,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1070.0,,,,32.0
PRIMATOP®,HDPE HMW 1000950,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,24.8,,1170.0,,,,10.0
MAJORIS,BG200E,"Polyethylene, High Density",HDPE,PE-HD-GF20,39.0,,2900.0,,,,2.0
MAJORIS,DBF334E/8,"Polyethylene, High Density",HDPE,PE-HD-Basalt Fiber35,70.0,,4750.0,,5760.0,,5.0
MAJORIS,DG304E/8 - 9432,"Polyethylene, High Density",HDPE,PE-HD-GF35,69.0,,4500.0,,5700.0,,5.0
MAJORIS,DW444E/8,"Polyethylene, High Density",HDPE,PE-HD-MD40,38.0,,4540.0,,5500.0,,5.0
Adell PE,KR-14,"Polyethylene, High Density",HDPE,PE-HD-GF20,51.7,,3240.0,,,,
Adell PE,KR-18,"Polyethylene, High Density",HDPE,PE-HD-GF40,75.8,,5030.0,,,,
Adell PE,KV-11-N,"Polyethylene, High Density",HDPE,PE-HD-L,,,724.0,,,,
Aarolene®,ARPE HD 300-2,"Polyethylene, High Density",HDPE,PE-HD,26.9,,,,814.0,,0.4
Eleme,HFG00346,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.32
AuroraTec™,FFD0013,"Polyethylene, High Density",HDPE,PE-HD-X20,28.3,,1480.0,,931.0,,30.0
Daelim Po1y®,5070(UV),"Polyethylene, High Density",HDPE,PE-HD,26.5,,1080.0,,,,6.5
Daelim Po1y®,5502HS,"Polyethylene, High Density",HDPE,PE-HD,30.4,,1570.0,,,,0.18
Daelim Po1y®,5502HSUV,"Polyethylene, High Density",HDPE,PE-HD,30.4,,1570.0,,,,0.18
Daelim Po1y®,6007LD,"Polyethylene, High Density",HDPE,PE-HD,31.4,,1370.0,,,,0.65
Daelim Po1y®,LH-148,"Polyethylene, High Density",HDPE,PE-HD,26.0,,981.0,,,,1.2
Daelim Po1y®,LH4100,"Polyethylene, High Density",HDPE,PE-HD,,,883.0,,,,0.31
Daelim Po1y®,LH-418,"Polyethylene, High Density",HDPE,PE-HD,18.6,,686.0,,,,0.2
Daelim Po1y®,LH-60180,"Polyethylene, High Density",HDPE,PE-HD,29.4,,1080.0,,,,19.0
Daelim Po1y®,LH6070S,"Polyethylene, High Density",HDPE,PE-HD,30.4,,1230.0,,,,5.0
Daelim Po1y®,LH6070T,"Polyethylene, High Density",HDPE,PE-HD,28.4,,1080.0,,,,7.5
Daelim Po1y®,LH-641,"Polyethylene, High Density",HDPE,PE-HD,21.6,,804.0,,,,4.0
Daelim Po1y®,TR402,"Polyethylene, High Density",HDPE,PE-HD,,,785.0,,,,0.11
Daelim Po1y®,TR-480SK,"Polyethylene, High Density",HDPE,PE-HD,24.5,,883.0,,,,0.58
Daelim Po1y®,TR570,"Polyethylene, High Density",HDPE,PE-HD,26.5,,1270.0,,,,3.2
Delta,HDPE 4804,"Polyethylene, High Density",HDPE,PE-HD,24.8,,676.0,,,,4.5
Delta,HDPE 5012,"Polyethylene, High Density",HDPE,PE-HD,26.2,,1030.0,,,,12.0
Delta,HDPE 5518,"Polyethylene, High Density",HDPE,PE-HD,22.4,,1030.0,,,,18.0
Delta,HDPE 6510,"Polyethylene, High Density",HDPE,PE-HD,31.0,,1380.0,,,,10.0
Braskem PP,WCL R703 PCW,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.2
Braskem PE,DA061A,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,7.0
Braskem PE,GD5150K,"Polyethylene, High Density",HDPE,PE-HD,23.0,,950.0,,,,0.83
Braskem PE,GE7252NS,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1110.0,,,,2.0
Braskem PE,GF 4960,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1550.0,,,,0.34
Braskem PE,GF4950HS,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1100.0,,,,0.21
Braskem PE,GM5010T2,"Polyethylene, High Density",HDPE,PE-HD,23.0,,1090.0,,,,0.45
Braskem PE,GM5240PR,"Polyethylene, High Density",HDPE,PE-HD,23.0,129.0,980.0,,,,0.55
Braskem PE,GM9450F,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.33
Braskem PE,GP100BKXP,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1090.0,,,,0.25
Braskem PE,HA 7260,"Polyethylene, High Density",HDPE,PE-HD,,,1250.0,,,,20.0
Braskem PE,HD2404N,"Polyethylene, High Density",HDPE,PE-HD,25.0,,910.0,,,,17.0
Braskem PE,HD3403S,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1150.0,,,,4.5
Braskem PE,HD4507UV,"Polyethylene, High Density",HDPE,PE-HD,25.0,,950.0,,,,0.28
Braskem PE,HD7000C,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1600.0,,,,0.35
Braskem PE,HD7600M,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.31
Braskem PE,HD7600U,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1140.0,,,,0.3
Braskem PE,HS5103M,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1100.0,,,,0.12
Braskem PE,HS5502XP,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1200.0,,,,0.35
Braskem PE,HS5608,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1200.0,,,,0.3
Braskem PE,RIGEO 4950HS,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1200.0,,,,0.31
Braskem PE,RIGEO HD1053M,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1200.0,,,,0.1
Braskem PE,SGF4950,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1250.0,,,,0.34
Braskem PE,SGF4960,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1550.0,,,,0.34
Braskem PE,SHA7260,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1250.0,,,,20.0
Braskem PE,SHD7255LS-L,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1150.0,,,,4.5
Braskem PE,DA065B,"Polyethylene, High Density",HDPE,PE-HD,,,950.0,,,,0.15
Braskem PE,GE7252XP,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1110.0,,,,2.0
Braskem PE,GF4950HS,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,25.0,,1100.0,,,,0.21
Braskem PE,SGE7252,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1100.0,,,,2.0
Braskem PE,SGE7252XP,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1100.0,,,,2.1
Braskem PE,SGF4950,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1350.0,,,,0.34
Braskem PE,SGF4950HS,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1100.0,,,,0.21
Braskem PE,SGF4960,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1400.0,,,,0.34
Braskem PE,SHA7260,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1250.0,,,,20.0
Braskem PE,SHD7255LS-L,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1270.0,,,,4.5
Braskem PE,HA7260,"Polyethylene, High Density",HDPE,PE-HD,,,1250.0,,,,20.0
Braskem PE,IA58,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1150.0,,,,22.0
Braskem PE,JV060U,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1350.0,,,,7.0
Braskem PE,RIGEO HD1954M,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1250.0,,,,0.19
Braskem PE,SHC7260LS-L,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1350.0,,,,7.2
CABELEC®,CA6739,"Polyethylene, High Density",HDPE,PE-HD,24.0,,760.0,,,,3.2
CANEI,HD B3001-1,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.25
CANEI,HD B62 - Black,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.2
CANEI,HD E2 Black,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,3.0
CANEI,HD PO 80+,"Polyethylene, High Density",HDPE,PE-HD,,130.0,,,,,0.1
CANEI,HDPE EX-Black,"Polyethylene, High Density",HDPE,PE-HD,20.0,,,,,,1.2
CANEI,MCN 60,"Polyethylene, High Density",HDPE,PE-HD,24.5,,,,,,0.3
Marlex®,9006,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1270.0,,,,6.6
Marlex®,9010,"Polyethylene, High Density",HDPE,PE-HD,21.0,,979.0,,,,10.0
Marlex®,9512H,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1270.0,,,,0.35
Marlex®,9513H,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1270.0,,,,0.35
Marlex®,9514H,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1410.0,,,,0.3
Marlex®,9515H,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1410.0,,,,0.34
Marlex®,C513UV,"Polyethylene, High Density",HDPE,PE-HD,24.0,,1070.0,,,,6.2
Marlex®,HHM 5502BN,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1370.0,,,,0.35
Marlex®,HMN 6060UV,"Polyethylene, High Density",HDPE,PE-HD,32.4,,1590.0,,,,6.5
Marlex®,HMN TR-942,"Polyethylene, High Density",HDPE,PE-HD,21.0,,720.0,,,,2.0
Celstran®,CFR-TP HDPE GF70-01,"Polyethylene, High Density",HDPE,PE-HD,,127.0,34700.0,465.0,35300.0,-109.0,
Baystar™ Polyethylene,HDPE 5502,"Polyethylene, High Density",HDPE,PE-HD,27.6,133.0,1380.0,,,,0.35
Baystar™ Polyethylene,HDPE 7195,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,22.1,125.0,793.0,,689.0,,0.59
Baystar™ Polyethylene,HDPE B5845,"Polyethylene, High Density",HDPE,PE-HD,31.0,133.0,1140.0,,,,0.45
Baystar™ Polyethylene,HDPE HL 428,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,,131.0,,,,,0.28
Borstar®,FB3450,"Polyethylene, High Density",HDPE,PE-HD,,129.0,,,,,0.3
Borstar®,HE6062,"Polyethylene, High Density",HDPE,PE-HD,33.0,,1000.0,,,,0.5
Borstar®,HE6081,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.5
Borstar®,MB9641,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1200.0,,8.0
BorSafe™,HE3476-LS,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.3
BorSafe™,HE3498-LS-H,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.25
BorPure™,MB5568,"Polyethylene, High Density",HDPE,PE-HD,26.0,,,,1000.0,,0.8
BorPure™,MB6561,"Polyethylene, High Density",HDPE,PE-HD,23.0,,,,900.0,,1.5
BorPEX™,HE1878E-C2,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,22.0,,,,,,9.0
Bormed™,HE9621PH3-01,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1300.0,,1150.0,,12.0
Borealis PE,BB2581,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1400.0,,1300.0,,0.3
Borealis PE,CG8410,"Polyethylene, High Density",HDPE,PE-HD,,129.0,,,,,7.5
Borealis PE,CG9620,"Polyethylene, High Density",HDPE,PE-HD,,131.0,,,,,12.0
Borealis PE,HE9621PH3,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1300.0,,1150.0,,12.0
Borealis PE,MG7547B,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,950.0,,4.0
Borcoat™,HE3450,"Polyethylene, High Density",HDPE,PE-HD,18.5,128.0,,,,,0.5
Braskem PE,HDB6050U1,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1130.0,,1070.0,,5.0
Braskem PE,HDF1050,"Polyethylene, High Density",HDPE,PE-HD,26.0,,,,1060.0,,0.06
Braskem PE,HDF1050XP,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1140.0,,1030.0,,0.06
Braskem PE,HDI2061,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1270.0,,1280.0,,20.0
BP,HDPE 9501 R BLK,"Polyethylene, High Density",HDPE,PE-HD,22.1,,703.0,,,,1.0
Maxxam™ FR,PE H XF V0 Red 70,"Polyethylene, High Density",HDPE,PE-HD-FR,,,,,1800.0,,
Maxxam™,MAXBATCH YT-818.G001-1000,"Polyethylene, High Density",HDPE,PE-HD-(MD+X)70,,,,,,,
Maxxam™,MX 5400-0001 70GF UV Natural,"Polyethylene, High Density",HDPE,PE-HD-GF10,,,,,1750.0,,1.0
Maxxam™,PE GF/10 Natural 70 NA,"Polyethylene, High Density",HDPE,PE-HD-GF,,,1900.0,,2050.0,,5.0
Bapolene®,0760,"Polyethylene, High Density",HDPE,PE-HD,31.2,,1570.0,,,,0.7
Bapolene®,3257U,"Polyethylene, High Density",HDPE,PE-HD,26.3,,1290.0,,,,10.0
Bapolene®,5012H,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,24.5,,1220.0,,,,12.0
TITANZEX®,HI2200,"Polyethylene, High Density",HDPE,PE-HD,32.4,,,,,,4.0
Titanvene™,HD5120EA-B,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,26.0,,1300.0,,,,2.5
Titanvene™,HD5301AA,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.1
Titanvene™,HD5740UA,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,27.0,,1600.0,,,,4.0
Titanvene™,HD6070EA,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,28.0,,1700.0,,,,7.5
TITANEX®,HB0972,"Polyethylene, High Density",HDPE,PE-HD,30.4,,1100.0,,,,0.1
MTEGRITY™ HDPE HMW,EH110,"Polyethylene, High Density (EHMW)","HDPE, EHMW",PE-HD,24.8,,1140.0,,,,10.0
MTEGRITY™ HDPE,HD110,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1280.0,,,,0.32
MTEGRITY™ HDPE,HD160,"Polyethylene, High Density",HDPE,PE-HD,31.0,,1590.0,,,,0.75
MHCompounds Wire & Cable,TT 103FR,"Polyethylene, High Density",HDPE,PE-HD-FR,,,,,,,0.4
MARPOL®,HDB 502,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1240.0,,,,0.32
MARPOL®,HDB 504G,"Polyethylene, High Density",HDPE,PE-HD,26.2,,1070.0,,,,0.34
MARPOL®,HDB 505,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,20.7,,1030.0,,,,0.1
MARPOL®,HDB 505-P,"Polyethylene, High Density",HDPE,PE-HD,28.3,,1380.0,,,,0.1
MARPOL®,HDM 504-R,"Polyethylene, High Density",HDPE,PE-HD-(GF+MD)15,20.7,,896.0,,,,4.0
MARPOL®,HDM 507-UV,"Polyethylene, High Density",HDPE,PE-HD,20.7,,1010.0,,669.0,,7.0
MARPOL®,HDM 519-UV,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,23.3,,786.0,,,,19.0
MARPOL®,HDM 520,"Polyethylene, High Density",HDPE,PE-HD,23.4,,965.0,,,,20.0
MARPOL®,HDP 580,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,22.1,,965.0,,,,0.06
Purell,ACP 5531 B,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1250.0,,0.45
Purell,ACP 6541A,"Polyethylene, High Density",HDPE,PE-HD,22.0,,,,1100.0,,1.5
Purell,GA7760,"Polyethylene, High Density",HDPE,PE-HD,30.0,,,,1350.0,,18.0
Plexar®,PX2220,"Polyethylene, High Density",HDPE,PE-HD,,,545.0,,,,6.0
Petrothene®,GA672962,"Polyethylene, High Density",HDPE,PE-HD,22.8,,979.0,,,,1.7
Petrothene®,KR92717,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,22.1,,,,,,0.5
Petrothene®,LB560201,"Polyethylene, High Density",HDPE,PE-HD,27.3,,1280.0,,,,0.3
Petrothene®,LH735000,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.35
Petrothene®,LP500200,"Polyethylene, High Density",HDPE,PE-HD,23.4,,965.0,,,,0.2
Petrothene®,LP540200X03,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,
Petrothene®,LR590001,"Polyethylene, High Density",HDPE,PE-HD,21.7,,,,,,0.8
Petrothene®,LR686001,"Polyethylene, High Density",HDPE,PE-HD,20.7,,,,,,0.8
Petrothene®,LR734001,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1210.0,,,,0.38
Petrothene®,LR7810,"Polyethylene, High Density",HDPE,PE-HD,25.5,,1070.0,,,,0.2
Petrothene®,LT493501X01,"Polyethylene, High Density",HDPE,PE-HD,24.1,,907.0,,,,0.34
Lupolen,4261 A IM BD,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,21.0,,,,800.0,,15.0
Lupolen,4261 A Q 416,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,850.0,,0.5
Lupolen,5261Z Q456 B,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1200.0,,3.0
ICORENE®,3940,"Polyethylene, High Density",HDPE,PE-HD,19.0,128.0,730.0,,,,4.0
ICORENE®,5775,"Polyethylene, High Density",HDPE,PE-HD,21.0,128.0,900.0,,,,3.0
ICORENE®,N2802,"Polyethylene, High Density",HDPE,PE-HD,25.0,,,,,,0.25
Hostalen,ACP 5531 B,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1250.0,,0.45
Hostalen,CRP 100 S blue,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.45
Hostalen,CRP 100 S orange-yellow,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.45
Hostalen,GD 4755,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1100.0,,1.9
Hostalen,GD 9550 F,"Polyethylene, High Density",HDPE,PE-HD,25.0,,,,1050.0,,3.1
Hostalen,GM 5010 T3 S brown,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.45
Hostalen,GM 9240 HT,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.17
Hostalen,GX 9254,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.3
Alathon® ETP,H4262,"Polyethylene, High Density",HDPE,PE-HD,,,971.0,,1010.0,,62.0
Alathon®,H5057,"Polyethylene, High Density",HDPE,PE-HD,,,1050.0,,795.0,,57.0
Alathon®,H5112,"Polyethylene, High Density",HDPE,PE-HD,,,1170.0,,883.0,,12.0
Alathon®,H5234,"Polyethylene, High Density",HDPE,PE-HD,,,1210.0,,938.0,,34.0
Alathon®,H6017,"Polyethylene, High Density",HDPE,PE-HD,,,1480.0,,1000.0,,18.0
Alathon®,L4434,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.34
Alathon®,L4903,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,,,,,,0.027
Alathon®,L5440,"Polyethylene, High Density",HDPE,PE-HD,28.3,,1230.0,,,,0.35
Alathon®,L5840,"Polyethylene, High Density",HDPE,PE-HD,30.3,,1460.0,,,,0.35
Alathon®,M4612,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,23.1,,1010.0,,807.0,,1.2
Alathon®,M5010,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,1.1
Alathon®,M5265X01,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,6.5
Alathon®,M5365X01,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,6.5
Alathon®,M5370WC,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,25.5,,1280.0,,,,7.3
Alathon®,M6010SB,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,,,,,,,1.1
Alathon®,M6061,"Polyethylene, High Density",HDPE,PE-HD,28.8,,1350.0,,1030.0,,6.0
Alathon®,XM4645,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,19.9,,745.0,,,,4.5
ACCUTECH™,HD0234G20UVL,"Polyethylene, High Density",HDPE,PE-HD-GF20,35.0,,2200.0,39.0,3000.0,,4.0
Yparex®,0H07,"Polyethylene, High Density",HDPE,PE-HD,,134.0,,,,,8.0
Nipolon® Hard,4010,"Polyethylene, High Density",HDPE,PE-HD,,136.0,,,,,
UNIVAL™,DMDB-6400 NT 7,"Polyethylene, High Density",HDPE,PE-HD,31.7,,1300.0,,,,0.8
UNIVAL™,DMDC-6150 NT 7,"Polyethylene, High Density",HDPE,PE-HD,26.2,,1170.0,,,,5.3
UNIVAL™,DMDG-6200 NT 7,"Polyethylene, High Density",HDPE,PE-HD,24.8,,1310.0,,,,0.38
UNIVAL™,DMDG-6240 NT 7,"Polyethylene, High Density",HDPE,PE-HD,23.8,,1020.0,,,,0.4
INTREPID™,2498 BK,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.08
INTREPID™,2498 NT,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.08
INTREPID™,2499 NT,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1050.0,,,,0.1
HYPERTHERM™,2399 NT,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1050.0,,,,0.1
FUSABOND™,E100,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,2.0
EVERCAP™,DMDA-1220 NT 7,"Polyethylene, High Density",HDPE,PE-HD,24.8,,1170.0,,,,0.28
EVERCAP™,DMDF-1250 NT 7,"Polyethylene, High Density",HDPE,PE-HD,28.3,,1100.0,,,,1.5
DOW™ Wire & Cable,DGDA-1310 BK,"Polyethylene, High Density",HDPE,PE-HD,,,1180.0,,,,0.26
DOW™ HDPE,35057L,"Polyethylene, High Density",HDPE,PE-HD,25.0,,860.0,,,,0.29
DOW™ HDPE,35060A,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1400.0,,,,0.29
DOW™ HDPE,80017,"Polyethylene, High Density",HDPE,PE-HD,30.0,,580.0,,,,0.29
DOW™ HDPE,DGDA-2426 NT,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,12.0
DOW™ HDPE,DGDA-2485 NT,"Polyethylene, High Density",HDPE,PE-HD,26.2,,930.0,,,,0.06
DOW™ HDPE,DGDA-2487 NT,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,14.0
DOW™ HDPE,DGDA-9290 NT,"Polyethylene, High Density",HDPE,PE-HD,25.0,,,,,,0.41
DOW™ HDPE,DMDA-8007 NT 7,"Polyethylene, High Density",HDPE,PE-HD,31.0,,1410.0,,,,8.3
DOW™ HDPE,DMDA-8810 NT 7,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,12.0
DOW™ HDPE,DMDA-8904 HEALTH+™,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1100.0,,,,4.4
DOW™ HDPE,DMDA-8907 HEALTH+™,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1070.0,,,,6.8
DOW™ HDPE,DMDA-8920 NT 7,"Polyethylene, High Density",HDPE,PE-HD,28.3,,1150.0,,,,20.0
DOW™ HDPE,DMDA-8940 HEALTH+™,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1020.0,,,,44.0
DOW™ HDPE,DMDA-8965 NT 7,"Polyethylene, High Density",HDPE,PE-HD,17.2,,1000.0,,,,66.0
DOW™ HDPE,NG7005,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.22
CONTINUUM™,DGDA-2488,"Polyethylene, High Density",HDPE,PE-HD,22.8,,1000.0,,,,0.28
CONTINUUM™,DGDA-2490 BK GL,"Polyethylene, High Density",HDPE,PE-HD,24.1,,,,,,0.08
CONTINUUM™,DGDA-2492 NT,"Polyethylene, High Density",HDPE,PE-HD,24.1,,1030.0,,,,0.06
CONTINUUM™,DGDB-2490 BK,"Polyethylene, High Density",HDPE,PE-HD,24.8,,1030.0,,,,0.08
CONTINUUM™,DMDA-1260 NT 7,"Polyethylene, High Density",HDPE,PE-HD,29.6,,1410.0,,,,2.7
BYNEL™,40E1053,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,2.0
AXELERON™,CX 6923 NT CPD,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,5.6
AXELERON™,CX 6944 NT CPD,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,8.0
TotalEnergies Polyethylene,HD6081,"Polyethylene, High Density",HDPE,PE-HD,29.0,133.0,,,1300.0,,8.0
TotalEnergies Polyethylene,HDPE 2007 TN61,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,52.0
TotalEnergies Polyethylene,HDPE 51090,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,7.0
TotalEnergies Polyethylene,HDPE MS201BN,"Polyethylene, High Density",HDPE,PE-HD,24.0,,1100.0,,,,8.0
Lumicene®,mPE M5222,"Polyethylene, High Density",HDPE,PE-HD,25.0,,,,1000.0,,2.0
Aceso®,HDPE 5502 R3,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,22.0
AZR-Ecoplast,143 HDPE black 0.5,"Polyethylene, High Density",HDPE,PE-HD,,,,,1690.0,,0.52
AZR-Ecoplast,143 HDPE red 0.4,"Polyethylene, High Density",HDPE,PE-HD,,,,,1690.0,,0.41
Trademark PE,HD6954,"Polyethylene, High Density",HDPE,PE-HD,28.3,,1270.0,,,,6.0
Trademark PE,HDP0449,"Polyethylene, High Density",HDPE,PE-HD,23.8,,1110.0,,,,0.4
